config_idx,config_name,n_ae_layers,latent_percent,n_header_layers,unit_type,mask_percent,activation,loss,optimizer,learning_rate,batch_size,epochs_ae,epochs_header,test_mae,final_ae_loss,final_header_loss,baseline_lstm_mae,mae_diff_lstm,better_than_LSTM,baseline_gru_mae,mae_diff_gru,better_than_GRU,status
10,ae1_lat20_hd2_gru_m20_relu_adam_lr0.001_bs64_mae,1,0.2,2,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.030395761,0.050257131457328796,0.030395744368433952,0.014768963,0.0156268,False,0.014342984,0.016052777,False,success
2,ae1_lat20_hd1_lstm_m50_relu_adam_lr0.001_bs64_mae,1,0.2,1,LSTM,0.5,relu,mae,adam,0.001,64,10,15,0.030408412,0.06265504658222198,0.030408402904868126,0.014768963,0.01563945,False,0.014342984,0.016065428,False,success
40,ae2_lat20_hd1_gru_m20_relu_adam_lr0.001_bs64_mae,2,0.2,1,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.030428529,0.052637480199337006,0.030684752389788628,0.014768963,0.015659567,False,0.014342984,0.016085545,False,success
49,ae2_lat50_hd1_lstm_m20_relu_adam_lr0.001_bs64_mae,2,0.5,1,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.030442178,0.04411528259515762,0.03044217824935913,0.014768963,0.015673216,False,0.014342984,0.016099194,False,success
5,ae1_lat20_hd1_gru_m50_relu_adam_lr0.001_bs64_mae,1,0.2,1,GRU,0.5,relu,mae,adam,0.001,64,10,15,0.030472672,0.05395384505391121,0.03047266975045204,0.014768963,0.015703708,False,0.014342984,0.016129687,False,success
41,ae2_lat20_hd1_gru_m50_relu_adam_lr0.001_bs64_mae,2,0.2,1,GRU,0.5,relu,mae,adam,0.001,64,10,15,0.030474983,0.034916069358587265,0.030474983155727386,0.014768963,0.015706021,False,0.014342984,0.016131999,False,success
14,ae1_lat50_hd1_lstm_m50_relu_adam_lr0.001_bs64_mae,1,0.5,1,LSTM,0.5,relu,mae,adam,0.001,64,10,15,0.03067684,0.036759212613105774,0.030676834285259247,0.014768963,0.015907876,False,0.014342984,0.016333856,False,success
7,ae1_lat20_hd2_lstm_m20_relu_adam_lr0.001_bs64_mae,1,0.2,2,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.0307474,0.0542057603597641,0.03074740059673786,0.014768963,0.015978437,False,0.014342984,0.016404416,False,success
37,ae2_lat20_hd1_lstm_m20_relu_adam_lr0.001_bs64_mae,2,0.2,1,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.030831864,0.03865036740899086,0.030831871554255486,0.014768963,0.0160629,False,0.014342984,0.01648888,False,success
46,ae2_lat20_hd2_gru_m20_relu_adam_lr0.001_bs64_mae,2,0.2,2,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.030870155,0.05287369713187218,0.030870145186781883,0.014768963,0.016101193,False,0.014342984,0.01652717,False,success
1,ae1_lat20_hd1_lstm_m20_relu_adam_lr0.001_bs64_mae,1,0.2,1,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.030932426,0.05366741493344307,0.03143443167209625,0.014768963,0.016163465,False,0.014342984,0.016589442,False,success
48,ae2_lat20_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.2,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.030951032,0.05498657003045082,0.030968232080340385,0.014768963,0.016182069,False,0.014342984,0.016608048,False,success
4,ae1_lat20_hd1_gru_m20_relu_adam_lr0.001_bs64_mae,1,0.2,1,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.031218914,0.05485490709543228,0.031218919903039932,0.014768963,0.01644995,False,0.014342984,0.01687593,False,success
8,ae1_lat20_hd2_lstm_m50_relu_adam_lr0.001_bs64_mae,1,0.2,2,LSTM,0.5,relu,mae,adam,0.001,64,10,15,0.031555485,0.0568709596991539,0.03155548870563507,0.014768963,0.016786523,False,0.014342984,0.0172125,False,success
43,ae2_lat20_hd2_lstm_m20_relu_adam_lr0.001_bs64_mae,2,0.2,2,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.032052338,0.0376664400100708,0.03205234184861183,0.014768963,0.017283376,False,0.014342984,0.017709354,False,success
20,ae1_lat50_hd2_lstm_m50_relu_adam_lr0.001_bs64_mae,1,0.5,2,LSTM,0.5,relu,mae,adam,0.001,64,10,15,0.033177868,0.03857572749257088,0.033669743686914444,0.014768963,0.018408906,False,0.014342984,0.018834883,False,success
57,ae2_lat50_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.5,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.033250704,0.057790450751781464,0.03325071185827255,0.014768963,0.018481743,False,0.014342984,0.01890772,False,success
72,ae2_lat80_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.8,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.03374003,0.028128918260335922,0.033740025013685226,0.014768963,0.018971067,False,0.014342984,0.019397045,False,success
54,ae2_lat50_hd1_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.5,1,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.033910308,0.03984960541129112,0.03391031548380852,0.014768963,0.019141346,False,0.014342984,0.019567324,False,success
69,ae2_lat80_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.8,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.037445087,0.04010353237390518,0.037445083260536194,0.014768963,0.022676125,False,0.014342984,0.023102103,False,success
15,ae1_lat50_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.5,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.03841806,0.04771607369184494,0.038418058305978775,0.014768963,0.023649096,False,0.014342984,0.024075074,False,success
39,ae2_lat20_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.2,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.039322734,0.05844281613826752,0.03933293744921684,0.014768963,0.024553772,False,0.014342984,0.02497975,False,success
9,ae1_lat20_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.2,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.040936634,0.06213974207639694,0.040936633944511414,0.014768963,0.026167672,False,0.014342984,0.02659365,False,success
45,ae2_lat20_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.2,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.042276036,0.06129300594329834,0.042276035994291306,0.014768963,0.027507074,False,0.014342984,0.027933052,False,success
3,ae1_lat20_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.2,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.04859716,0.06161428615450859,0.04859715700149536,0.014768963,0.0338282,False,0.014342984,0.03425418,False,success
