,config_idx,config_name,n_ae_layers,latent_percent,n_header_layers,unit_type,mask_percent,activation,loss,optimizer,learning_rate,batch_size,epochs_ae,epochs_header,test_mae,final_ae_loss,final_header_loss,baseline_lstm_mae,mae_diff_lstm,better_than_LSTM,baseline_gru_mae,mae_diff_gru,better_than_GRU,status
189,190,ae3_lat50_hd3_gru_m40_relu_adam_lr0.001_bs64_mae,3,0.5,3,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.029702833,0.05241740122437477,0.030170904472470284,0.0067489045,0.022953928,False,0.0031995466,0.026503287,False,success
78,79,ae2_lat25_hd1_gru_m60_relu_adam_lr0.001_bs64_mae,2,0.25,1,GRU,0.6,relu,mae,adam,0.001,64,10,15,0.029794464,0.0538390688598156,0.029794471338391304,0.0067489045,0.023045558,False,0.0031995466,0.026594918,False,success
29,30,ae1_lat50_hd1_gru_m40_relu_adam_lr0.001_bs64_mae,1,0.5,1,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.029848304,0.04914209991693497,0.02984829805791378,0.0067489045,0.0230994,False,0.0031995466,0.026648756,False,success
48,49,ae1_lat75_hd1_lstm_m20_relu_adam_lr0.001_bs64_mae,1,0.75,1,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.029938918,0.03491371124982834,0.029938919469714165,0.0067489045,0.023190014,False,0.0031995466,0.02673937,False,success
136,137,ae2_lat75_hd3_lstm_m20_relu_adam_lr0.001_bs64_mae,2,0.75,3,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.03008437,0.03250134736299515,0.030084365978837013,0.0067489045,0.023335464,False,0.0031995466,0.026884824,False,success
193,194,ae3_lat75_hd1_lstm_m40_relu_adam_lr0.001_bs64_mae,3,0.75,1,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.03008518,0.034501057118177414,0.030085178092122078,0.0067489045,0.023336276,False,0.0031995466,0.026885632,False,success
147,148,ae3_lat25_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,3,0.25,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.030145431,0.05784089118242264,0.03014543280005455,0.0067489045,0.023396526,False,0.0031995466,0.026945885,False,success
157,158,ae3_lat25_hd2_gru_m40_relu_adam_lr0.001_bs64_mae,3,0.25,2,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.030183686,0.0539504736661911,0.03196379169821739,0.0067489045,0.02343478,False,0.0031995466,0.02698414,False,success
98,99,ae2_lat50_hd1_lstm_m60_relu_adam_lr0.001_bs64_mae,2,0.5,1,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.030227851,0.05643489956855774,0.03022785671055317,0.0067489045,0.023478948,False,0.0031995466,0.027028304,False,success
119,120,ae2_lat50_hd3_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.5,3,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.03026984,0.045947737991809845,0.030269842594861984,0.0067489045,0.023520935,False,0.0031995466,0.027070295,False,success
185,186,ae3_lat50_hd3_lstm_m40_relu_adam_lr0.001_bs64_mae,3,0.5,3,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.030280678,0.05410159006714821,0.03028067573904991,0.0067489045,0.023531772,False,0.0031995466,0.027081132,False,success
183,184,ae3_lat50_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,3,0.5,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.03029757,0.055898454040288925,0.03234802931547165,0.0067489045,0.023548666,False,0.0031995466,0.027098022,False,success
161,162,ae3_lat25_hd3_lstm_m40_relu_adam_lr0.001_bs64_mae,3,0.25,3,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.030369036,0.04413656145334244,0.03040495701134205,0.0067489045,0.023620132,False,0.0031995466,0.027169488,False,success
33,34,ae1_lat50_hd2_lstm_m40_relu_adam_lr0.001_bs64_mae,1,0.5,2,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.030478543,0.038078974932432175,0.03051852434873581,0.0067489045,0.023729637,False,0.0031995466,0.027278997,False,success
22,23,ae1_lat25_hd3_gru_m60_relu_adam_lr0.001_bs64_mae,1,0.25,3,GRU,0.6,relu,mae,adam,0.001,64,10,15,0.030492293,0.05649283155798912,0.03236037865281105,0.0067489045,0.023743387,False,0.0031995466,0.027292747,False,success
172,173,ae3_lat50_hd1_gru_m20_relu_adam_lr0.001_bs64_mae,3,0.5,1,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.030498978,0.05189298465847969,0.03282134607434273,0.0067489045,0.023750074,False,0.0031995466,0.02729943,False,success
77,78,ae2_lat25_hd1_gru_m40_relu_adam_lr0.001_bs64_mae,2,0.25,1,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.030505,0.05293417349457741,0.03050500527024269,0.0067489045,0.023756094,False,0.0031995466,0.027305454,False,success
39,40,ae1_lat50_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,1,0.5,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.030519152,0.05618823319673538,0.030557231977581978,0.0067489045,0.023770247,False,0.0031995466,0.027319606,False,success
158,159,ae3_lat25_hd2_gru_m60_relu_adam_lr0.001_bs64_mae,3,0.25,2,GRU,0.6,relu,mae,adam,0.001,64,10,15,0.030530313,0.05376972630620003,0.030834291130304337,0.0067489045,0.023781408,False,0.0031995466,0.027330767,False,success
175,176,ae3_lat50_hd1_gru_m80_relu_adam_lr0.001_bs64_mae,3,0.5,1,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.030552572,0.054027754813432693,0.03061213158071041,0.0067489045,0.023803666,False,0.0031995466,0.027353026,False,success
93,94,ae2_lat25_hd3_gru_m40_relu_adam_lr0.001_bs64_mae,2,0.25,3,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.030583758,0.05380523204803467,0.030583752319216728,0.0067489045,0.023834854,False,0.0031995466,0.02738421,False,success
208,209,ae3_lat75_hd3_lstm_m20_relu_adam_lr0.001_bs64_mae,3,0.75,3,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.030585194,0.059659443795681,0.03058519959449768,0.0067489045,0.023836289,False,0.0031995466,0.027385648,False,success
16,17,ae1_lat25_hd3_lstm_m20_relu_adam_lr0.001_bs64_mae,1,0.25,3,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.030606885,0.055539246648550034,0.031170833855867386,0.0067489045,0.023857981,False,0.0031995466,0.027407337,False,success
65,66,ae1_lat75_hd3_lstm_m40_relu_adam_lr0.001_bs64_mae,1,0.75,3,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.030607289,0.04190884903073311,0.030828967690467834,0.0067489045,0.023858383,False,0.0031995466,0.027407743,False,success
163,164,ae3_lat25_hd3_lstm_m80_relu_adam_lr0.001_bs64_mae,3,0.25,3,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.030611081,0.06032923609018326,0.030611077323555946,0.0067489045,0.023862176,False,0.0031995466,0.027411535,False,success
26,27,ae1_lat50_hd1_lstm_m60_relu_adam_lr0.001_bs64_mae,1,0.5,1,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.03062175,0.05743304640054703,0.03062174655497074,0.0067489045,0.023872845,False,0.0031995466,0.027422205,False,success
35,36,ae1_lat50_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.5,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.030625734,0.061277177184820175,0.030625736340880394,0.0067489045,0.023876831,False,0.0031995466,0.027426187,False,success
14,15,ae1_lat25_hd2_gru_m60_relu_adam_lr0.001_bs64_mae,1,0.25,2,GRU,0.6,relu,mae,adam,0.001,64,10,15,0.030632503,0.05647169426083565,0.0306325014680624,0.0067489045,0.0238836,False,0.0031995466,0.027432956,False,success
30,31,ae1_lat50_hd1_gru_m60_relu_adam_lr0.001_bs64_mae,1,0.5,1,GRU,0.6,relu,mae,adam,0.001,64,10,15,0.030635307,0.04178911820054054,0.030635306611657143,0.0067489045,0.023886401,False,0.0031995466,0.027435761,False,success
47,48,ae1_lat50_hd3_gru_m80_relu_adam_lr0.001_bs64_mae,1,0.5,3,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.030676056,0.05789569392800331,0.030692318454384804,0.0067489045,0.023927152,False,0.0031995466,0.027476508,False,success
108,109,ae2_lat50_hd2_gru_m20_relu_adam_lr0.001_bs64_mae,2,0.5,2,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.030676557,0.036183912307024,0.03067655675113201,0.0067489045,0.023927651,False,0.0031995466,0.027477011,False,success
142,143,ae2_lat75_hd3_gru_m60_relu_adam_lr0.001_bs64_mae,2,0.75,3,GRU,0.6,relu,mae,adam,0.001,64,10,15,0.03069526,0.03810472786426544,0.03069525957107544,0.0067489045,0.023946356,False,0.0031995466,0.027495712,False,success
149,150,ae3_lat25_hd1_gru_m40_relu_adam_lr0.001_bs64_mae,3,0.25,1,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.03073107,0.05336495861411095,0.030871061608195305,0.0067489045,0.023982167,False,0.0031995466,0.027531523,False,success
143,144,ae2_lat75_hd3_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.75,3,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.030762127,0.04261765256524086,0.03076212853193283,0.0067489045,0.024013221,False,0.0031995466,0.027562581,False,success
159,160,ae3_lat25_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,3,0.25,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.030774917,0.05458998680114746,0.030774923041462898,0.0067489045,0.024026014,False,0.0031995466,0.02757537,False,success
80,81,ae2_lat25_hd2_lstm_m20_relu_adam_lr0.001_bs64_mae,2,0.25,2,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.030881198,0.05649902671575546,0.03088119812309742,0.0067489045,0.024132293,False,0.0031995466,0.027681652,False,success
4,5,ae1_lat25_hd1_gru_m20_relu_adam_lr0.001_bs64_mae,1,0.25,1,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.030892884,0.05375092476606369,0.030971026048064232,0.0067489045,0.024143979,False,0.0031995466,0.027693339,False,success
165,166,ae3_lat25_hd3_gru_m40_relu_adam_lr0.001_bs64_mae,3,0.25,3,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.030898737,0.052897702902555466,0.03089873306453228,0.0067489045,0.024149831,False,0.0031995466,0.027699191,False,success
51,52,ae1_lat75_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.75,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.030931335,0.04259147495031357,0.03093133494257927,0.0067489045,0.024182431,False,0.0031995466,0.027731787,False,success
12,13,ae1_lat25_hd2_gru_m20_relu_adam_lr0.001_bs64_mae,1,0.25,2,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.030968176,0.05409299209713936,0.031273771077394485,0.0067489045,0.02421927,False,0.0031995466,0.02776863,False,success
109,110,ae2_lat50_hd2_gru_m40_relu_adam_lr0.001_bs64_mae,2,0.5,2,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.03107631,0.03716224059462547,0.031076306477189064,0.0067489045,0.024327405,False,0.0031995466,0.027876765,False,success
95,96,ae2_lat25_hd3_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.25,3,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.031106638,0.056547727435827255,0.031106634065508842,0.0067489045,0.024357732,False,0.0031995466,0.027907092,False,success
101,102,ae2_lat50_hd1_gru_m40_relu_adam_lr0.001_bs64_mae,2,0.5,1,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.03112327,0.036915186792612076,0.03112327679991722,0.0067489045,0.024374366,False,0.0031995466,0.027923722,False,success
8,9,ae1_lat25_hd2_lstm_m20_relu_adam_lr0.001_bs64_mae,1,0.25,2,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.0311346,0.05594920367002487,0.031134599819779396,0.0067489045,0.024385694,False,0.0031995466,0.027935054,False,success
86,87,ae2_lat25_hd2_gru_m60_relu_adam_lr0.001_bs64_mae,2,0.25,2,GRU,0.6,relu,mae,adam,0.001,64,10,15,0.031146672,0.054168444126844406,0.03114667534828186,0.0067489045,0.024397768,False,0.0031995466,0.027947124,False,success
21,22,ae1_lat25_hd3_gru_m40_relu_adam_lr0.001_bs64_mae,1,0.25,3,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.031179702,0.05783114954829216,0.031179707497358322,0.0067489045,0.024430797,False,0.0031995466,0.027980156,False,success
13,14,ae1_lat25_hd2_gru_m40_relu_adam_lr0.001_bs64_mae,1,0.25,2,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.031212559,0.054983921349048615,0.03126141056418419,0.0067489045,0.024463654,False,0.0031995466,0.028013013,False,success
215,216,ae3_lat75_hd3_gru_m80_relu_adam_lr0.001_bs64_mae,3,0.75,3,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.03123296,0.038202907890081406,0.031232962384819984,0.0067489045,0.024484057,False,0.0031995466,0.028033413,False,success
199,200,ae3_lat75_hd1_gru_m80_relu_adam_lr0.001_bs64_mae,3,0.75,1,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.031282,0.0530751571059227,0.03128200024366379,0.0067489045,0.024533097,False,0.0031995466,0.028082453,False,success
138,139,ae2_lat75_hd3_lstm_m60_relu_adam_lr0.001_bs64_mae,2,0.75,3,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.031330932,0.03909451514482498,0.03133092820644379,0.0067489045,0.024582028,False,0.0031995466,0.028131384,False,success
76,77,ae2_lat25_hd1_gru_m20_relu_adam_lr0.001_bs64_mae,2,0.25,1,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.031425383,0.051334258168935776,0.03142537549138069,0.0067489045,0.02467648,False,0.0031995466,0.028225835,False,success
201,202,ae3_lat75_hd2_lstm_m40_relu_adam_lr0.001_bs64_mae,3,0.75,2,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.031449422,0.03942663222551346,0.032448239624500275,0.0067489045,0.024700519,False,0.0031995466,0.028249875,False,success
156,157,ae3_lat25_hd2_gru_m20_relu_adam_lr0.001_bs64_mae,3,0.25,2,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.03147133,0.05317439138889313,0.0321027971804142,0.0067489045,0.024722427,False,0.0031995466,0.028271783,False,success
148,149,ae3_lat25_hd1_gru_m20_relu_adam_lr0.001_bs64_mae,3,0.25,1,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.031495206,0.05306996777653694,0.03164510056376457,0.0067489045,0.024746303,False,0.0031995466,0.028295659,False,success
177,178,ae3_lat50_hd2_lstm_m40_relu_adam_lr0.001_bs64_mae,3,0.5,2,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.031529374,0.05430983379483223,0.03152937814593315,0.0067489045,0.02478047,False,0.0031995466,0.028329827,False,success
88,89,ae2_lat25_hd3_lstm_m20_relu_adam_lr0.001_bs64_mae,2,0.25,3,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.031595938,0.05532609298825264,0.03224240988492966,0.0067489045,0.024847034,False,0.0031995466,0.02839639,False,success
94,95,ae2_lat25_hd3_gru_m60_relu_adam_lr0.001_bs64_mae,2,0.25,3,GRU,0.6,relu,mae,adam,0.001,64,10,15,0.031602625,0.05389721691608429,0.031602632254362106,0.0067489045,0.024853721,False,0.0031995466,0.028403077,False,success
127,128,ae2_lat75_hd1_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.75,1,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.03161409,0.041618384420871735,0.031614091247320175,0.0067489045,0.024865188,False,0.0031995466,0.028414544,False,success
23,24,ae1_lat25_hd3_gru_m80_relu_adam_lr0.001_bs64_mae,1,0.25,3,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.031631477,0.07923876494169235,0.0316314771771431,0.0067489045,0.024882574,False,0.0031995466,0.02843193,False,success
43,44,ae1_lat50_hd3_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.5,3,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.03166211,0.06510288268327713,0.03166211396455765,0.0067489045,0.024913207,False,0.0031995466,0.028462563,False,success
89,90,ae2_lat25_hd3_lstm_m40_relu_adam_lr0.001_bs64_mae,2,0.25,3,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.031684086,0.05523983761668205,0.031684085726737976,0.0067489045,0.024935182,False,0.0031995466,0.028484538,False,success
0,1,ae1_lat25_hd1_lstm_m20_relu_adam_lr0.001_bs64_mae,1,0.25,1,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.031763658,0.058458659797906876,0.03176365792751312,0.0067489045,0.025014754,False,0.0031995466,0.02856411,False,success
2,3,ae1_lat25_hd1_lstm_m60_relu_adam_lr0.001_bs64_mae,1,0.25,1,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.031795982,0.06291906535625458,0.03179598227143288,0.0067489045,0.025047079,False,0.0031995466,0.028596435,False,success
113,114,ae2_lat50_hd3_lstm_m40_relu_adam_lr0.001_bs64_mae,2,0.5,3,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.03183935,0.05516263097524643,0.03183935210108757,0.0067489045,0.025090445,False,0.0031995466,0.0286398,False,success
207,208,ae3_lat75_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,3,0.75,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.03188409,0.04926362633705139,0.03212813660502434,0.0067489045,0.025135186,False,0.0031995466,0.028684542,False,success
84,85,ae2_lat25_hd2_gru_m20_relu_adam_lr0.001_bs64_mae,2,0.25,2,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.031888995,0.053205426782369614,0.03188898786902428,0.0067489045,0.025140092,False,0.0031995466,0.028689448,False,success
150,151,ae3_lat25_hd1_gru_m60_relu_adam_lr0.001_bs64_mae,3,0.25,1,GRU,0.6,relu,mae,adam,0.001,64,10,15,0.03193733,0.05299718305468559,0.03193733096122742,0.0067489045,0.025188427,False,0.0031995466,0.028737783,False,success
169,170,ae3_lat50_hd1_lstm_m40_relu_adam_lr0.001_bs64_mae,3,0.5,1,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.03199802,0.05595715343952179,0.03199802711606026,0.0067489045,0.025249116,False,0.0031995466,0.028798472,False,success
152,153,ae3_lat25_hd2_lstm_m20_relu_adam_lr0.001_bs64_mae,3,0.25,2,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.03200201,0.05568316578865051,0.032002005726099014,0.0067489045,0.025253106,False,0.0031995466,0.028802462,False,success
92,93,ae2_lat25_hd3_gru_m20_relu_adam_lr0.001_bs64_mae,2,0.25,3,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.032065086,0.053160153329372406,0.03206508606672287,0.0067489045,0.025316183,False,0.0031995466,0.028865539,False,success
87,88,ae2_lat25_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.25,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.03208699,0.05508068948984146,0.032086990773677826,0.0067489045,0.025338087,False,0.0031995466,0.028887443,False,success
187,188,ae3_lat50_hd3_lstm_m80_relu_adam_lr0.001_bs64_mae,3,0.5,3,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.03212878,0.05939550697803497,0.03212877735495567,0.0067489045,0.025379878,False,0.0031995466,0.028929234,False,success
7,8,ae1_lat25_hd1_gru_m80_relu_adam_lr0.001_bs64_mae,1,0.25,1,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.032134555,0.061596062034368515,0.03213454410433769,0.0067489045,0.025385652,False,0.0031995466,0.028935008,False,success
202,203,ae3_lat75_hd2_lstm_m60_relu_adam_lr0.001_bs64_mae,3,0.75,2,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.03223949,0.05460972338914871,0.03234702721238136,0.0067489045,0.025490586,False,0.0031995466,0.029039942,False,success
176,177,ae3_lat50_hd2_lstm_m20_relu_adam_lr0.001_bs64_mae,3,0.5,2,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.032318402,0.04057230055332184,0.03231840208172798,0.0067489045,0.025569499,False,0.0031995466,0.029118855,False,success
107,108,ae2_lat50_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.5,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.032346707,0.05975554138422012,0.032346710562705994,0.0067489045,0.025597803,False,0.0031995466,0.02914716,False,success
45,46,ae1_lat50_hd3_gru_m40_relu_adam_lr0.001_bs64_mae,1,0.5,3,GRU,0.4,relu,mae,adam,0.001,64,10,15,0.03250498,0.050850916653871536,0.03250499069690704,0.0067489045,0.025756076,False,0.0031995466,0.029305432,False,success
178,179,ae3_lat50_hd2_lstm_m60_relu_adam_lr0.001_bs64_mae,3,0.5,2,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.03259002,0.05656210333108902,0.03259002044796944,0.0067489045,0.025841117,False,0.0031995466,0.029390473,False,success
79,80,ae2_lat25_hd1_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.25,1,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.032598685,0.055546242743730545,0.03341486304998398,0.0067489045,0.025849782,False,0.0031995466,0.029399138,False,success
195,196,ae3_lat75_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,3,0.75,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.032681413,0.057134948670864105,0.0326814167201519,0.0067489045,0.02593251,False,0.0031995466,0.029481865,False,success
25,26,ae1_lat50_hd1_lstm_m40_relu_adam_lr0.001_bs64_mae,1,0.5,1,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.032747455,0.05874979496002197,0.03274746611714363,0.0067489045,0.025998551,False,0.0031995466,0.029547907,False,success
74,75,ae2_lat25_hd1_lstm_m60_relu_adam_lr0.001_bs64_mae,2,0.25,1,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.03282036,0.05630860850214958,0.03293595090508461,0.0067489045,0.026071455,False,0.0031995466,0.029620811,False,success
41,42,ae1_lat50_hd3_lstm_m40_relu_adam_lr0.001_bs64_mae,1,0.5,3,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.032820873,0.042284704744815826,0.03282087668776512,0.0067489045,0.02607197,False,0.0031995466,0.029621325,False,success
1,2,ae1_lat25_hd1_lstm_m40_relu_adam_lr0.001_bs64_mae,1,0.25,1,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.03305695,0.08891037851572037,0.03305695205926895,0.0067489045,0.026308045,False,0.0031995466,0.0298574,False,success
203,204,ae3_lat75_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,3,0.75,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.033077743,0.05551430955529213,0.03307774290442467,0.0067489045,0.02632884,False,0.0031995466,0.029878195,False,success
82,83,ae2_lat25_hd2_lstm_m60_relu_adam_lr0.001_bs64_mae,2,0.25,2,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.033200048,0.0581430159509182,0.03320004418492317,0.0067489045,0.026451144,False,0.0031995466,0.0300005,False,success
91,92,ae2_lat25_hd3_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.25,3,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.033266615,0.06088648736476898,0.033266618847846985,0.0067489045,0.026517712,False,0.0031995466,0.030067068,False,success
106,107,ae2_lat50_hd2_lstm_m60_relu_adam_lr0.001_bs64_mae,2,0.5,2,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.03338612,0.0553685799241066,0.03482435643672943,0.0067489045,0.026637215,False,0.0031995466,0.030186571,False,success
154,155,ae3_lat25_hd2_lstm_m60_relu_adam_lr0.001_bs64_mae,3,0.25,2,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.033458162,0.05783610790967941,0.0334581658244133,0.0067489045,0.026709259,False,0.0031995466,0.030258615,False,success
90,91,ae2_lat25_hd3_lstm_m60_relu_adam_lr0.001_bs64_mae,2,0.25,3,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.033748817,0.057981885969638824,0.03375985845923424,0.0067489045,0.026999913,False,0.0031995466,0.03054927,False,success
17,18,ae1_lat25_hd3_lstm_m40_relu_adam_lr0.001_bs64_mae,1,0.25,3,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.034067158,0.08830546587705612,0.03406716510653496,0.0067489045,0.027318254,False,0.0031995466,0.03086761,False,success
191,192,ae3_lat50_hd3_gru_m80_relu_adam_lr0.001_bs64_mae,3,0.5,3,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.034246862,0.05423688516020775,0.03424685820937157,0.0067489045,0.027497958,False,0.0031995466,0.031047314,False,success
162,163,ae3_lat25_hd3_lstm_m60_relu_adam_lr0.001_bs64_mae,3,0.25,3,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.03464071,0.05613907799124718,0.03464070335030556,0.0067489045,0.027891807,False,0.0031995466,0.031441163,False,success
182,183,ae3_lat50_hd2_gru_m60_relu_adam_lr0.001_bs64_mae,3,0.5,2,GRU,0.6,relu,mae,adam,0.001,64,10,15,0.03551806,0.05375038832426071,0.035518065094947815,0.0067489045,0.028769158,False,0.0031995466,0.032318514,False,success
19,20,ae1_lat25_hd3_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.25,3,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.035639837,0.06090748682618141,0.03563982993364334,0.0067489045,0.028890934,False,0.0031995466,0.03244029,False,success
42,43,ae1_lat50_hd3_lstm_m60_relu_adam_lr0.001_bs64_mae,1,0.5,3,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.03569831,0.05887860059738159,0.0356983058154583,0.0067489045,0.028949406,False,0.0031995466,0.032498762,False,success
115,116,ae2_lat50_hd3_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.5,3,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.0359762,0.056730397045612335,0.035976212471723557,0.0067489045,0.029227298,False,0.0031995466,0.032776654,False,success
186,187,ae3_lat50_hd3_lstm_m60_relu_adam_lr0.001_bs64_mae,3,0.5,3,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.03608183,0.05494467914104462,0.03742155805230141,0.0067489045,0.029332925,False,0.0031995466,0.03288228,False,success
105,106,ae2_lat50_hd2_lstm_m40_relu_adam_lr0.001_bs64_mae,2,0.5,2,LSTM,0.4,relu,mae,adam,0.001,64,10,15,0.03656303,0.05363410338759422,0.03679192438721657,0.0067489045,0.029814128,False,0.0031995466,0.033363484,False,success
3,4,ae1_lat25_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.25,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.03774219,0.10771100968122482,0.037742190062999725,0.0067489045,0.030993287,False,0.0031995466,0.034542643,False,success
130,131,ae2_lat75_hd2_lstm_m60_relu_adam_lr0.001_bs64_mae,2,0.75,2,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.037805144,0.05124593898653984,0.037805140018463135,0.0067489045,0.03105624,False,0.0031995466,0.034605596,False,success
99,100,ae2_lat50_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.5,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.037963204,0.057672228664159775,0.037963200360536575,0.0067489045,0.0312143,False,0.0031995466,0.034763657,False,success
34,35,ae1_lat50_hd2_lstm_m60_relu_adam_lr0.001_bs64_mae,1,0.5,2,LSTM,0.6,relu,mae,adam,0.001,64,10,15,0.03839814,0.05473906546831131,0.038398146629333496,0.0067489045,0.031649236,False,0.0031995466,0.03519859,False,success
139,140,ae2_lat75_hd3_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.75,3,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.038516935,0.04422231763601303,0.03851693496108055,0.0067489045,0.03176803,False,0.0031995466,0.035317387,False,success
