config_idx,config_name,n_ae_layers,latent_percent,n_header_layers,unit_type,mask_percent,activation,loss,optimizer,learning_rate,batch_size,epochs_ae,epochs_header,test_mae,final_ae_loss,final_header_loss,baseline_lstm_mae,mae_diff_lstm,better_than_LSTM,baseline_gru_mae,mae_diff_gru,better_than_GRU,status
63,ae2_lat80_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.8,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.023160877,0.031090592965483665,0.02316087856888771,0.0031365415,0.020024335,False,0.005138555,0.018022321,False,success
30,ae1_lat80_hd2_gru_m20_relu_adam_lr0.0001_bs64_mae,1,0.8,2,GRU,0.2,relu,mae,adam,0.0001,64,10,15,0.023419624,0.04827004298567772,0.023419620469212532,0.0031365415,0.020283083,False,0.005138555,0.018281069,False,success
57,ae2_lat80_hd2_lstm_m20_relu_adam_lr0.001_bs64_mae,2,0.8,2,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.02350442,0.02251945063471794,0.023504411801695824,0.0031365415,0.020367878,False,0.005138555,0.018365864,False,success
1,ae1_lat50_hd1_lstm_m20_relu_adam_lr0.001_bs64_mae,1,0.5,1,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.024685187,0.0329987034201622,0.024685190990567207,0.0031365415,0.021548646,False,0.005138555,0.019546632,False,success
47,ae2_lat50_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.5,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.025135737,0.037464775145053864,0.025135738775134087,0.0031365415,0.021999195,False,0.005138555,0.019997181,False,success
22,ae1_lat80_hd1_gru_m20_relu_adam_lr0.0001_bs64_mae,1,0.8,1,GRU,0.2,relu,mae,adam,0.0001,64,10,15,0.025448723,0.04506741836667061,0.02544872649013996,0.0031365415,0.022312181,False,0.005138555,0.020310167,False,success
58,ae2_lat80_hd2_lstm_m20_relu_adam_lr0.0001_bs64_mae,2,0.8,2,LSTM,0.2,relu,mae,adam,0.0001,64,10,15,0.026863554,0.03703780844807625,0.02686355449259281,0.0031365415,0.023727013,False,0.005138555,0.021724999,False,success
37,ae2_lat50_hd1_gru_m20_relu_adam_lr0.001_bs64_mae,2,0.5,1,GRU,0.2,relu,mae,adam,0.001,64,10,15,0.026925517,0.031661223620176315,0.02777829021215439,0.0031365415,0.023788976,False,0.005138555,0.021786962,False,success
43,ae2_lat50_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.5,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.027393926,0.04993994161486626,0.02739393338561058,0.0031365415,0.024257384,False,0.005138555,0.02225537,False,success
7,ae1_lat50_hd1_gru_m80_relu_adam_lr0.001_bs64_mae,1,0.5,1,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.027937638,0.03864175081253052,0.027937643229961395,0.0031365415,0.024801096,False,0.005138555,0.022799082,False,success
41,ae2_lat50_hd2_lstm_m20_relu_adam_lr0.001_bs64_mae,2,0.5,2,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.028017197,0.03157194331288338,0.028017207980155945,0.0031365415,0.024880655,False,0.005138555,0.022878641,False,success
6,ae1_lat50_hd1_gru_m20_relu_adam_lr0.0001_bs64_mae,1,0.5,1,GRU,0.2,relu,mae,adam,0.0001,64,10,15,0.028055765,0.08894506096839905,0.028055768460035324,0.0031365415,0.024919223,False,0.005138555,0.02291721,False,success
54,ae2_lat80_hd1_gru_m20_relu_adam_lr0.0001_bs64_mae,2,0.8,1,GRU,0.2,relu,mae,adam,0.0001,64,10,15,0.028275918,0.05009432137012482,0.02827591262757778,0.0031365415,0.025139377,False,0.005138555,0.023137363,False,success
42,ae2_lat50_hd2_lstm_m20_relu_adam_lr0.0001_bs64_mae,2,0.5,2,LSTM,0.2,relu,mae,adam,0.0001,64,10,15,0.028358705,0.05804116278886795,0.02835870161652565,0.0031365415,0.025222164,False,0.005138555,0.02322015,False,success
64,ae2_lat80_hd2_gru_m80_relu_adam_lr0.0001_bs64_mae,2,0.8,2,GRU,0.8,relu,mae,adam,0.0001,64,10,15,0.02840949,0.05958906561136246,0.02840949036180973,0.0031365415,0.025272949,False,0.005138555,0.023270935,False,success
20,ae1_lat80_hd1_lstm_m80_relu_adam_lr0.0001_bs64_mae,1,0.8,1,LSTM,0.8,relu,mae,adam,0.0001,64,10,15,0.028532317,0.07408981770277023,0.028532320633530617,0.0031365415,0.025395775,False,0.005138555,0.023393761,False,success
32,ae1_lat80_hd2_gru_m80_relu_adam_lr0.0001_bs64_mae,1,0.8,2,GRU,0.8,relu,mae,adam,0.0001,64,10,15,0.028882833,0.06073600426316261,0.028882838785648346,0.0031365415,0.025746292,False,0.005138555,0.023744278,False,success
38,ae2_lat50_hd1_gru_m20_relu_adam_lr0.0001_bs64_mae,2,0.5,1,GRU,0.2,relu,mae,adam,0.0001,64,10,15,0.028932171,0.060457829385995865,0.028932170942425728,0.0031365415,0.02579563,False,0.005138555,0.023793615,False,success
14,ae1_lat50_hd2_gru_m20_relu_adam_lr0.0001_bs64_mae,1,0.5,2,GRU,0.2,relu,mae,adam,0.0001,64,10,15,0.029157424,0.057810887694358826,0.02915743924677372,0.0031365415,0.026020883,False,0.005138555,0.024018869,False,success
15,ae1_lat50_hd2_gru_m80_relu_adam_lr0.001_bs64_mae,1,0.5,2,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.029186664,0.03979482501745224,0.029186664149165154,0.0031365415,0.026050122,False,0.005138555,0.024048109,False,success
50,ae2_lat80_hd1_lstm_m20_relu_adam_lr0.0001_bs64_mae,2,0.8,1,LSTM,0.2,relu,mae,adam,0.0001,64,10,15,0.029305382,0.05577966570854187,0.02930537983775139,0.0031365415,0.02616884,False,0.005138555,0.024166826,False,success
33,ae2_lat50_hd1_lstm_m20_relu_adam_lr0.001_bs64_mae,2,0.5,1,LSTM,0.2,relu,mae,adam,0.001,64,10,15,0.029361932,0.035321783274412155,0.029361935332417488,0.0031365415,0.02622539,False,0.005138555,0.024223376,False,success
26,ae1_lat80_hd2_lstm_m20_relu_adam_lr0.0001_bs64_mae,1,0.8,2,LSTM,0.2,relu,mae,adam,0.0001,64,10,15,0.029421218,0.04916251450777054,0.029421217739582062,0.0031365415,0.026284676,False,0.005138555,0.024282662,False,success
51,ae2_lat80_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.8,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.029858755,0.036531489342451096,0.029858749359846115,0.0031365415,0.026722213,False,0.005138555,0.0247202,False,success
34,ae2_lat50_hd1_lstm_m20_relu_adam_lr0.0001_bs64_mae,2,0.5,1,LSTM,0.2,relu,mae,adam,0.0001,64,10,15,0.02989239,0.05737407132983208,0.029892390593886375,0.0031365415,0.026755849,False,0.005138555,0.024753835,False,success
56,ae2_lat80_hd1_gru_m80_relu_adam_lr0.0001_bs64_mae,2,0.8,1,GRU,0.8,relu,mae,adam,0.0001,64,10,15,0.029922264,0.05954154580831528,0.029922278597950935,0.0031365415,0.026785722,False,0.005138555,0.024783708,False,success
18,ae1_lat80_hd1_lstm_m20_relu_adam_lr0.0001_bs64_mae,1,0.8,1,LSTM,0.2,relu,mae,adam,0.0001,64,10,15,0.030050052,0.05146480351686478,0.030050061643123627,0.0031365415,0.02691351,False,0.005138555,0.024911497,False,success
28,ae1_lat80_hd2_lstm_m80_relu_adam_lr0.0001_bs64_mae,1,0.8,2,LSTM,0.8,relu,mae,adam,0.0001,64,10,15,0.030507345,0.07704479992389679,0.030507339164614677,0.0031365415,0.027370803,False,0.005138555,0.02536879,False,success
16,ae1_lat50_hd2_gru_m80_relu_adam_lr0.0001_bs64_mae,1,0.5,2,GRU,0.8,relu,mae,adam,0.0001,64,10,15,0.031512666,0.06618372350931168,0.031512677669525146,0.0031365415,0.028376125,False,0.005138555,0.026374111,False,success
36,ae2_lat50_hd1_lstm_m80_relu_adam_lr0.0001_bs64_mae,2,0.5,1,LSTM,0.8,relu,mae,adam,0.0001,64,10,15,0.03152759,0.0949278324842453,0.031596627086400986,0.0031365415,0.028391048,False,0.005138555,0.026389034,False,success
10,ae1_lat50_hd2_lstm_m20_relu_adam_lr0.0001_bs64_mae,1,0.5,2,LSTM,0.2,relu,mae,adam,0.0001,64,10,15,0.031710476,0.059381578117609024,0.03171048313379288,0.0031365415,0.028573934,False,0.005138555,0.02657192,False,success
11,ae1_lat50_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.5,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.031749368,0.04595637321472168,0.03174936771392822,0.0031365415,0.028612826,False,0.005138555,0.026610812,False,success
48,ae2_lat50_hd2_gru_m80_relu_adam_lr0.0001_bs64_mae,2,0.5,2,GRU,0.8,relu,mae,adam,0.0001,64,10,15,0.03176601,0.09585364907979965,0.031766001135110855,0.0031365415,0.028629467,False,0.005138555,0.026627453,False,success
2,ae1_lat50_hd1_lstm_m20_relu_adam_lr0.0001_bs64_mae,1,0.5,1,LSTM,0.2,relu,mae,adam,0.0001,64,10,15,0.03178775,0.08577455580234528,0.03178773820400238,0.0031365415,0.028651208,False,0.005138555,0.026649194,False,success
40,ae2_lat50_hd1_gru_m80_relu_adam_lr0.0001_bs64_mae,2,0.5,1,GRU,0.8,relu,mae,adam,0.0001,64,10,15,0.0319803,0.0672670230269432,0.03198029473423958,0.0031365415,0.028843757,False,0.005138555,0.026841743,False,success
39,ae2_lat50_hd1_gru_m80_relu_adam_lr0.001_bs64_mae,2,0.5,1,GRU,0.8,relu,mae,adam,0.001,64,10,15,0.031990763,0.0411604680120945,0.03199075907468796,0.0031365415,0.028854221,False,0.005138555,0.026852207,False,success
27,ae1_lat80_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.8,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.03275395,0.04176641255617142,0.032753948122262955,0.0031365415,0.02961741,False,0.005138555,0.027615396,False,success
4,ae1_lat50_hd1_lstm_m80_relu_adam_lr0.0001_bs64_mae,1,0.5,1,LSTM,0.8,relu,mae,adam,0.0001,64,10,15,0.033206936,0.10745503008365631,0.03320693597197533,0.0031365415,0.030070394,False,0.005138555,0.02806838,False,success
12,ae1_lat50_hd2_lstm_m80_relu_adam_lr0.0001_bs64_mae,1,0.5,2,LSTM,0.8,relu,mae,adam,0.0001,64,10,15,0.034515373,0.10066919773817062,0.0345153734087944,0.0031365415,0.03137883,False,0.005138555,0.029376818,False,success
19,ae1_lat80_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.8,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.035130225,0.04124566167593002,0.03513022139668465,0.0031365415,0.031993683,False,0.005138555,0.02999167,False,success
8,ae1_lat50_hd1_gru_m80_relu_adam_lr0.0001_bs64_mae,1,0.5,1,GRU,0.8,relu,mae,adam,0.0001,64,10,15,0.035799947,0.10910388827323914,0.03579993546009064,0.0031365415,0.032663405,False,0.005138555,0.030661391,False,success
3,ae1_lat50_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,1,0.5,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.03651402,0.05875980108976364,0.03651402145624161,0.0031365415,0.03337748,False,0.005138555,0.031375468,False,success
46,ae2_lat50_hd2_gru_m20_relu_adam_lr0.0001_bs64_mae,2,0.5,2,GRU,0.2,relu,mae,adam,0.0001,64,10,15,0.036757424,0.10409333556890488,0.03675742819905281,0.0031365415,0.033620883,False,0.005138555,0.03161887,False,success
59,ae2_lat80_hd2_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.8,2,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.0382565,0.051485832780599594,0.03825649991631508,0.0031365415,0.03511996,False,0.005138555,0.033117946,False,success
52,ae2_lat80_hd1_lstm_m80_relu_adam_lr0.0001_bs64_mae,2,0.8,1,LSTM,0.8,relu,mae,adam,0.0001,64,10,15,0.042529076,0.062067899852991104,0.04252907261252403,0.0031365415,0.039392535,False,0.005138555,0.037390523,False,success
60,ae2_lat80_hd2_lstm_m80_relu_adam_lr0.0001_bs64_mae,2,0.8,2,LSTM,0.8,relu,mae,adam,0.0001,64,10,15,0.04282507,0.06417351216077805,0.04282507300376892,0.0031365415,0.039688528,False,0.005138555,0.037686516,False,success
35,ae2_lat50_hd1_lstm_m80_relu_adam_lr0.001_bs64_mae,2,0.5,1,LSTM,0.8,relu,mae,adam,0.001,64,10,15,0.04474626,0.05341656506061554,0.04474625363945961,0.0031365415,0.04160972,False,0.005138555,0.039607707,False,success
44,ae2_lat50_hd2_lstm_m80_relu_adam_lr0.0001_bs64_mae,2,0.5,2,LSTM,0.8,relu,mae,adam,0.0001,64,10,15,0.051446263,0.10993184894323349,0.05160416662693024,0.0031365415,0.04830972,False,0.005138555,0.04630771,False,success
